id,year,team,lg,g,ab,r,h,hr,sb,bb,so,avg
player00409,1987,NYY,AL,105,29,78,128,1,47,1,57,4.414
player00410,2002,BOS,AL,112,7,137,132,31,69,10,169,18.857
player00411,2005,HOU,NL,129,420,94,111,3,53,29,171,0.264
player00412,1997,NYY,AL,98,7,143,97,36,44,43,72,13.857
player00413,2003,CHC,AL,14,190,133,72,55,9,90,78,0.379
player00414,1988,LAD,NL,153,127,61,61,19,1,14,36,0.48
player00415,1986,ATL,NL,21,522,65,111,17,18,87,129,0.213
player00416,1986,LAD,AL,16,255,146,16,8,58,82,121,0.063
player00417,2004,CHC,AL,160,232,3,98,47,74,39,158,0.422
player00418,1996,BOS,NL,64,376,120,101,45,69,53,80,0.269
player00419,1990,HOU,AL,84,351,42,162,37,22,0,59,0.462
player00420,1997,NYY,NL,73,429,145,101,48,74,51,10,0.235
player00421,1988,NYY,AL,60,21,110,114,51,56,27,4,5.429
player00422,1986,CHC,NL,98,268,108,191,17,28,71,102,0.713
player00423,1986,ATL,AL,147,81,45,110,57,15,21,169,1.358
player00424,1993,LAD,AL,47,510,148,113,38,16,59,115,0.222
player00425,1995,HOU,NL,158,12,102,161,29,34,24,180,13.417
player00426,1996,BOS,AL,47,196,40,115,47,48,81,120,0.587
player00427,1997,ATL,NL,33,266,144,125,25,36,8,161,0.47
player00428,1998,HOU,NL,21,50,132,119,42,18,7,80,2.38
player00429,1997,HOU,NL,95,187,4,176,29,68,42,163,0.941
player00430,1999,CHC,AL,63,302,116,197,16,2,52,183,0.652
player00431,1987,CHC,AL,42,3,74,101,43,70,21,121,33.667
player00432,2004,NYY,NL,105,342,127,196,13,50,56,18,0.573
player00433,2003,BOS,NL,126,30,103,11,27,24,1,166,0.367
player00434,1988,ATL,NL,115,201,119,13,24,50,98,49,0.065
player00435,2002,NYY,AL,43,597,37,9,31,42,69,101,0.015
player00436,1993,BOS,NL,68,541,5,157,55,79,10,133,0.29
player00437,1995,LAD,NL,26,156,13,75,51,8,86,186,0.481
player00438,1987,LAD,AL,161,42,88,167,59,51,78,151,3.976
player00439,2004,NYY,NL,108,84,12,154,11,43,54,56,1.833
player00440,1994,ATL,AL,33,405,67,192,14,11,18,103,0.474
player00441,1992,BOS,NL,49,359,94,188,46,13,50,184,0.524
player00442,1989,LAD,NL,84,431,17,91,59,38,41,60,0.211
player00443,2003,LAD,NL,41,149,75,180,5,1,23,13,1.208
player00444,1998,ATL,AL,36,318,2,147,39,61,9,105,0.462
player00445,1996,NYY,AL,95,259,56,151,51,52,96,67,0.583
player00446,1989,CHC,AL,119,486,133,26,1,27,81,116,0.053
player00447,1989,HOU,NL,150,2,68,90,34,50,44,141,45.0
player00448,1995,BOS,NL,83,336,30,161,30,23,17,48,0.479
player00449,1990,LAD,NL,20,338,7,105,44,50,82,163,0.311
player00450,1994,HOU,NL,87,593,9,150,5,13,87,5,0.253
player00451,1988,HOU,AL,152,306,2,15,5,18,24,143,0.049
player00452,2002,CHC,NL,126,290,11,177,49,37,39,177,0.61
player00453,1988,HOU,NL,100,381,91,23,1,22,62,39,0.06
player00454,2001,ATL,AL,73,173,105,63,9,45,62,168,0.364
player00455,1989,NYY,NL,16,23,93,186,25,15,62,9,8.087
player00456,2003,BOS,AL,27,1,18,36,51,70,63,98,36.0
player00457,2002,ATL,NL,45,163,148,75,36,16,8,114,0.46
player00458,1992,NYY,AL,13,499,13,97,38,29,34,188,0.194
player00459,1990,ATL,NL,2,556,102,184,43,7,27,188,0.331
player00460,1997,LAD,AL,76,350,74,97,5,37,91,18,0.277
player00461,2002,LAD,AL,105,93,28,10,19,59,12,20,0.108
player00462,1998,CHC,NL,97,203,113,124,20,10,95,168,0.611
player00463,1988,ATL,NL,87,122,6,27,9,52,86,109,0.221
player00464,1994,HOU,AL,59,36,48,94,23,38,81,103,2.611
player00465,2002,LAD,AL,14,139,6,149,14,28,75,166,1.072
player00466,2002,NYY,NL,103,228,141,135,43,48,89,155,0.592
player00467,2005,CHC,AL,30,418,15,185,57,61,20,86,0.443
player00468,2001,HOU,NL,110,492,98,2,33,64,55,72,0.004
player00469,1998,BOS,NL,98,327,143,146,37,28,8,90,0.446
player00470,2004,ATL,NL,9,154,84,85,11,73,45,68,0.552
player00471,2002,LAD,NL,24,355,140,194,59,71,20,159,0.546
player00472,1989,HOU,NL,112,6,81,21,47,30,86,92,3.5
player00473,1997,NYY,NL,41,514,72,12,29,79,40,36,0.023
player00474,1994,ATL,AL,32,3,121,112,12,5,69,60,37.333
player00475,2004,NYY,NL,21,44,124,160,27,77,62,123,3.636
player00476,1997,CHC,AL,70,204,60,142,16,50,28,129,0.696
player00477,1994,LAD,NL,111,200,108,196,5,13,64,176,0.98
player00478,1992,LAD,NL,89,249,16,115,41,15,8,147,0.462
player00479,1999,CHC,NL,2,211,30,10,1,40,66,55,0.047
player00480,2005,NYY,AL,159,132,58,33,13,41,8,60,0.25
player00481,2004,ATL,NL,56,68,87,93,58,21,23,87,1.368
player00482,2000,NYY,NL,158,290,110,188,57,41,91,182,0.648
player00483,2001,ATL,NL,15,528,5,66,23,43,25,29,0.125
player00484,1990,HOU,NL,18,331,31,47,0,79,15,69,0.142
player00485,1988,CHC,AL,32,429,30,0,33,76,70,194,0.0
player00486,1997,BOS,AL,14,444,145,92,6,59,16,92,0.207
player00487,2005,ATL,NL,52,170,117,149,9,69,33,103,0.876
player00488,1989,LAD,NL,22,377,8,121,55,57,18,34,0.321
player00489,2001,HOU,AL,14,205,2,93,15,46,7,128,0.454
player00490,1992,LAD,NL,34,21,125,52,18,21,48,169,2.476
player00491,1998,HOU,AL,86,136,70,169,25,20,22,156,1.243
player00492,1995,LAD,AL,56,302,140,31,47,77,15,69,0.103
player00493,1992,NYY,AL,63,2,42,117,56,36,57,59,58.5
player00494,1999,NYY,AL,144,435,68,161,43,29,13,35,0.37
player00495,1990,NYY,AL,80,12,78,138,46,75,81,119,11.5
player00496,1988,HOU,AL,40,513,120,135,35,25,88,95,0.263
player00497,1996,HOU,AL,38,366,67,141,39,7,60,31,0.385
player00498,1996,LAD,NL,146,131,100,37,41,50,54,128,0.282
player00499,2003,ATL,AL,23,382,126,109,37,49,79,179,0.285
player00500,2000,HOU,NL,110,263,46,189,59,72,78,165,0.719
player00501,1997,LAD,NL,48,553,44,112,52,18,43,131,0.203
player00502,1994,ATL,NL,82,144,101,156,56,62,50,74,1.083
player00503,1995,NYY,AL,113,392,95,19,33,46,24,69,0.048
player00504,1997,HOU,AL,22,493,83,44,27,25,95,47,0.089
player00505,2002,BOS,AL,125,444,40,124,15,3,24,62,0.279
player00506,1991,NYY,NL,54,324,103,105,43,79,59,90,0.324
player00507,1992,CHC,NL,40,459,67,63,56,36,24,23,0.137
player00508,1999,ATL,NL,30,565,10,142,52,31,62,78,0.251
player00509,1998,BOS,NL,42,222,15,74,22,60,99,172,0.333
player00510,1993,NYY,AL,127,554,104,119,22,28,71,101,0.215
player00511,1995,HOU,NL,82,580,64,30,49,63,51,192,0.052
player00512,1994,BOS,AL,53,99,70,92,44,2,99,178,0.929
player00513,2003,LAD,NL,1,207,0,24,7,3,79,183,0.116
player00514,1987,ATL,AL,106,271,3,1,8,64,79,77,0.004
player00515,1990,CHC,NL,27,160,81,40,25,9,5,0,0.25
player00516,1990,LAD,AL,17,88,36,71,8,25,37,71,0.807
player00517,1991,BOS,NL,63,339,141,129,8,39,13,22,0.381
player00518,2004,NYY,AL,128,46,78,101,38,20,84,94,2.196
player00519,1993,ATL,AL,121,117,24,180,19,78,88,21,1.538
player00520,2001,HOU,AL,122,170,81,193,4,29,91,176,1.135
player00521,1998,CHC,NL,127,416,131,199,56,55,5,24,0.478
player00522,1986,NYY,AL,122,516,25,32,13,26,36,120,0.062
player00523,2005,CHC,AL,66,569,142,117,24,49,73,90,0.206
player00524,2002,HOU,AL,23,435,133,24,17,66,6,67,0.055
player00525,1992,ATL,AL,148,199,126,128,57,15,74,64,0.643
player00526,1998,BOS,AL,36,458,41,89,31,20,11,180,0.194
player00527,1989,CHC,NL,150,433,12,109,52,42,8,100,0.252
player00528,1989,ATL,AL,11,410,143,148,44,76,46,148,0.361
player00529,1991,CHC,NL,28,378,41,99,45,66,4,41,0.262
player00530,2004,NYY,AL,45,147,37,51,46,77,25,19,0.347
player00531,1997,CHC,NL,124,218,65,59,22,45,90,15,0.271
player00532,1992,NYY,NL,122,176,132,47,37,26,46,63,0.267
player00533,1995,NYY,NL,150,465,29,66,14,22,39,48,0.142
player00534,2004,ATL,NL,81,162,94,119,37,68,77,192,0.735
player00535,1992,LAD,NL,159,283,31,4,11,1,60,82,0.014
player00536,1988,HOU,NL,11,481,41,92,59,26,80,166,0.191
player00537,1998,CHC,AL,36,409,125,26,16,9,71,182,0.064
player00538,1998,BOS,AL,78,5,4,27,33,65,0,149,5.4
player00539,2003,NYY,AL,35,49,95,141,22,19,41,147,2.878
player00540,2005,LAD,AL,127,441,22,107,35,48,31,148,0.243
player00541,1993,NYY,NL,151,45,105,5,58,37,69,151,0.111
player00542,1994,LAD,NL,29,216,135,13,55,33,57,159,0.06
player00543,1992,LAD,NL,151,208,69,18,17,59,31,131,0.087
player00544,1986,BOS,AL,124,345,18,128,31,73,45,133,0.371
player00545,1988,LAD,AL,16,404,105,61,39,4,68,103,0.151
player00546,1998,BOS,NL,103,24,92,28,45,75,20,189,1.167
player00547,2002,ATL,AL,84,351,37,167,40,53,92,93,0.476
player00548,1986,NYY,NL,147,124,133,6,57,16,90,48,0.048
player00549,1991,BOS,NL,96,501,2,83,25,57,13,133,0.166
player00550,1991,HOU,AL,50,62,79,171,48,33,40,62,2.758
player00551,1997,NYY,NL,43,338,65,73,47,32,56,156,0.216
player00552,1998,HOU,AL,19,321,125,101,15,21,98,124,0.315
player00553,1998,CHC,AL,113,162,106,69,11,46,47,172,0.426
player00554,2000,HOU,AL,121,335,57,140,31,3,88,16,0.418
player00555,2001,ATL,AL,18,463,98,76,58,35,49,26,0.164
player00556,1996,CHC,NL,134,288,27,199,21,38,23,117,0.691
player00557,1990,CHC,NL,35,242,74,94,51,39,90,84,0.388
player00558,1989,LAD,NL,14,305,109,144,21,68,70,16,0.472
player00559,1988,HOU,NL,64,151,15,111,23,13,89,175,0.735
player00560,2004,LAD,AL,137,94,88,21,28,16,58,159,0.223
player00561,2005,HOU,AL,2,406,22,81,39,53,64,99,0.2
player00562,2003,CHC,NL,6,336,102,132,55,74,27,91,0.393
player00563,2000,LAD,AL,99,96,34,8,42,66,20,149,0.083
player00564,1994,NYY,AL,121,355,124,69,34,69,36,10,0.194
player00565,2002,HOU,NL,153,62,116,120,19,74,15,53,1.935
player00566,1999,HOU,NL,73,439,108,180,43,30,69,120,0.41
player00567,2000,LAD,AL,135,318,96,68,12,33,20,95,0.214
player00568,1986,HOU,NL,63,550,149,158,4,71,53,19,0.287
player00569,1988,CHC,AL,156,82,73,106,37,5,1,87,1.293
player00570,2001,LAD,AL,2,409,128,173,17,15,15,181,0.423
player00571,1996,LAD,NL,65,104,45,130,56,2,14,26,1.25
player00572,1997,BOS,NL,101,178,101,17,11,39,15,118,0.096
player00573,1995,BOS,NL,152,571,21,182,47,49,95,67,0.319
player00574,2001,CHC,AL,38,337,31,110,29,60,67,61,0.326
player00575,1993,NYY,NL,62,205,86,18,0,28,57,91,0.088
player00576,1991,HOU,NL,119,209,42,189,43,30,84,134,0.904
player00577,1997,ATL,NL,52,352,110,13,30,39,26,12,0.037
player00578,1993,HOU,NL,110,389,11,82,55,69,23,151,0.211
player00579,1989,ATL,AL,74,444,82,145,14,42,69,177,0.327
player00580,1993,CHC,NL,98,101,145,188,18,13,33,185,1.861
player00581,2003,NYY,AL,63,160,91,67,45,30,37,199,0.419
player00582,1990,NYY,NL,139,356,74,39,4,25,42,35,0.11
player00583,1994,NYY,NL,48,142,80,115,15,71,81,46,0.81
player00584,1989,BOS,NL,101,548,28,99,42,23,20,106,0.181
player00585,2002,CHC,AL,74,412,142,188,43,64,78,29,0.456
player00586,1994,ATL,NL,38,258,114,43,5,9,29,0,0.167
player00587,1986,NYY,NL,136,120,46,165,9,57,40,105,1.375
player00588,2005,CHC,NL,6,98,32,40,15,62,5,177,0.408
player00589,1998,HOU,AL,68,215,43,130,54,7,61,92,0.605
player00590,2001,ATL,NL,134,437,49,13,52,51,36,73,0.03
player00591,1998,BOS,NL,111,471,9,19,4,18,14,6,0.04
player00592,1999,LAD,AL,32,402,121,78,53,75,17,141,0.194
player00593,1988,ATL,AL,38,12,33,27,43,78,9,52,2.25
player00594,1991,HOU,AL,115,312,106,75,0,40,66,86,0.24
player00595,2003,ATL,AL,109,234,90,182,4,45,90,178,0.778
player00596,2004,ATL,NL,64,82,19,35,11,10,87,95,0.427
player00597,1990,LAD,NL,54,242,24,124,47,44,61,35,0.512
player00598,2000,NYY,AL,113,340,54,66,37,52,67,171,0.194
player00599,1987,HOU,AL,14,223,54,163,36,16,10,26,0.731
player00600,1995,LAD,AL,64,184,140,68,19,27,93,143,0.37
player00601,2003,ATL,AL,54,412,123,38,50,13,63,31,0.092
player00602,1998,HOU,NL,19,96,137,141,7,23,0,14,1.469
player00603,1990,BOS,AL,126,320,91,123,7,43,71,123,0.384
player00604,1986,ATL,AL,60,126,10,125,6,37,74,13,0.992
player00605,1986,BOS,NL,161,214,121,144,29,22,34,43,0.673
player00606,2003,CHC,NL,32,539,118,7,43,70,14,2,0.013
player00607,2000,BOS,AL,36,490,83,101,50,47,8,153,0.206
player00608,2002,ATL,AL,152,49,99,12,18,54,43,83,0.245
player00609,1996,LAD,AL,46,267,19,199,24,31,39,40,0.745
player00610,2002,ATL,NL,14,82,71,55,14,68,75,32,0.671
player00611,1998,ATL,NL,118,243,78,40,50,7,13,153,0.165
player00612,1986,CHC,NL,50,224,82,179,59,20,55,114,0.799
player00613,1987,NYY,AL,65,529,47,178,48,27,5,189,0.336
player00614,1994,ATL,AL,77,362,75,76,54,66,76,76,0.21
player00615,1988,CHC,NL,64,110,144,16,0,35,18,63,0.145
player00616,1986,LAD,NL,23,366,32,152,24,47,70,54,0.415
player00617,2001,CHC,NL,125,389,19,74,54,24,15,61,0.19
player00618,1991,CHC,AL,84,323,30,60,34,31,59,6,0.186
player00619,2002,BOS,NL,70,587,101,33,27,24,28,178,0.056
player00620,1990,NYY,NL,73,22,119,172,20,67,99,69,7.818
player00621,1990,NYY,NL,92,155,82,105,22,41,48,110,0.677
player00622,1991,HOU,AL,74,202,18,28,28,65,65,4,0.139
player00623,1988,LAD,NL,154,551,61,11,32,16,96,194,0.02
player00624,1990,HOU,AL,44,97,48,39,25,12,95,167,0.402
player00625,1990,CHC,AL,76,303,64,40,54,43,0,89,0.132
player00626,1995,LAD,AL,141,161,10,193,45,76,1,188,1.199
player00627,1995,LAD,NL,119,441,26,122,53,63,45,91,0.277
player00628,2004,NYY,AL,40,56,57,198,12,33,37,82,3.536
player00629,2002,NYY,NL,4,540,14,182,3,67,93,176,0.337
player00630,1999,NYY,AL,129,435,81,50,32,50,26,50,0.115
player00631,1994,ATL,AL,6,353,88,75,9,55,81,75,0.212
player00632,1999,CHC,AL,55,466,0,158,38,14,39,89,0.339
player00633,1986,LAD,NL,66,519,18,141,19,55,3,115,0.272
player00634,2004,CHC,NL,118,106,33,57,37,4,15,74,0.538
player00635,1998,LAD,NL,146,342,63,136,49,54,63,120,0.398
player00636,1998,LAD,NL,29,83,9,80,30,9,39,99,0.964
player00637,1989,HOU,AL,53,409,75,107,12,57,31,94,0.262
player00638,1986,LAD,AL,161,38,65,173,33,23,85,38,4.553
player00639,2002,LAD,AL,131,32,31,30,10,20,30,70,0.938
player00640,1993,BOS,AL,148,177,50,122,26,33,78,11,0.689
player00641,1987,BOS,AL,132,383,25,33,6,40,42,38,0.086
player00642,1993,HOU,NL,82,214,56,170,48,79,23,174,0.794
player00643,1992,ATL,AL,136,200,83,18,14,26,72,6,0.09
player00644,1987,NYY,NL,105,396,5,35,54,62,2,21,0.088
player00645,1988,LAD,NL,86,206,6,91,10,63,66,173,0.442
player00646,2003,CHC,NL,83,287,80,0,1,67,97,47,0.0
player00647,1997,BOS,AL,156,570,117,191,10,52,65,11,0.335
player00648,1986,NYY,NL,73,235,94,88,45,58,94,18,0.374
player00649,1997,ATL,NL,99,592,118,14,40,28,26,167,0.024
player00650,1990,NYY,NL,26,428,97,104,44,9,80,150,0.243
player00651,2002,LAD,NL,34,551,123,106,54,61,73,185,0.192
player00652,2001,NYY,AL,71,81,77,161,40,50,88,176,1.988
player00653,2000,LAD,AL,94,161,132,55,24,28,10,14,0.342
player00654,2000,HOU,AL,89,112,0,36,55,27,36,8,0.321
player00655,1990,BOS,NL,27,523,83,181,14,64,92,106,0.346
player00656,1999,BOS,NL,33,492,129,175,1,56,10,40,0.356
player00657,1987,LAD,AL,72,398,124,133,21,56,34,72,0.334
player00658,1996,CHC,AL,49,471,100,138,9,65,49,155,0.293
player00659,2004,BOS,NL,63,264,64,53,35,3,30,176,0.201
player00660,1992,CHC,NL,160,88,9,23,5,8,91,75,0.261
player00661,1991,LAD,AL,19,366,50,4,31,3,76,68,0.011
player00662,1987,HOU,AL,22,215,68,112,58,39,32,115,0.521
player00663,1991,LAD,NL,90,560,40,157,12,28,13,140,0.28
player00664,2003,HOU,AL,67,269,76,74,31,31,94,95,0.275
player00665,1987,BOS,AL,137,571,67,19,35,44,90,22,0.033
player00666,2003,CHC,NL,71,455,23,64,1,19,94,5,0.141
player00667,2000,LAD,AL,79,336,111,188,12,28,35,11,0.56
player00668,2004,BOS,AL,132,298,55,31,41,19,75,45,0.104
player00669,1987,HOU,NL,37,213,121,143,6,31,94,72,0.671
player00670,2005,LAD,AL,28,593,35,40,58,28,65,32,0.067
player00671,1991,HOU,NL,137,63,1,8,56,42,2,191,0.127
player00672,1986,NYY,AL,35,488,55,84,31,5,42,97,0.172
player00673,2000,HOU,AL,112,327,11,162,36,14,94,156,0.495
player00674,1995,NYY,NL,153,535,139,125,35,79,55,103,0.234
player00675,2004,BOS,AL,9,385,84,52,28,7,27,36,0.135
player00676,2002,LAD,AL,52,314,71,177,38,22,33,1,0.564
player00677,1990,BOS,NL,145,417,149,188,52,14,31,26,0.451
player00678,1989,ATL,NL,9,311,61,107,41,32,59,157,0.344
player00679,1995,HOU,AL,54,459,27,154,10,74,15,152,0.336
player00680,2002,BOS,AL,133,369,88,146,11,56,62,134,0.396
player00681,1995,BOS,AL,124,4,3,44,55,39,80,114,11.0
player00682,2002,NYY,NL,109,108,89,118,49,78,82,52,1.093
player00683,2005,HOU,AL,147,182,140,89,51,8,63,154,0.489
player00684,1990,NYY,AL,66,291,82,9,35,32,27,92,0.031
player00685,1987,LAD,NL,45,84,97,152,26,76,31,40,1.81
player00686,1991,BOS,NL,71,173,3,187,26,24,66,169,1.081
player00687,1987,HOU,NL,106,563,83,128,29,51,32,191,0.227
player00688,1998,BOS,NL,33,183,104,178,54,26,55,152,0.973
player00689,1996,LAD,AL,118,266,107,91,0,52,83,98,0.342
player00690,1996,CHC,AL,80,469,101,67,25,48,98,189,0.143
player00691,2001,LAD,AL,88,104,93,181,34,61,52,75,1.74
player00692,1996,NYY,NL,94,177,133,162,59,74,34,199,0.915
player00693,2004,NYY,AL,154,381,76,67,7,36,88,83,0.176
player00694,2000,BOS,AL,45,112,117,106,27,8,25,26,0.946
player00695,2001,NYY,AL,35,285,80,68,3,52,37,64,0.239
player00696,1996,HOU,NL,81,122,34,46,30,55,26,97,0.377
player00697,2001,LAD,AL,102,87,83,67,57,66,81,43,0.77
player00698,1993,BOS,AL,10,536,114,82,56,34,61,182,0.153
player00699,1989,LAD,NL,41,541,94,155,11,64,25,101,0.287
player00700,1993,LAD,AL,114,585,100,86,16,73,61,50,0.147
player00701,1989,BOS,NL,126,584,120,65,36,46,77,9,0.111
player00702,1988,CHC,NL,17,419,82,10,48,36,6,189,0.024
player00703,1988,NYY,AL,127,516,96,110,17,74,50,66,0.213
player00704,2003,ATL,NL,71,255,80,93,33,34,16,156,0.365
player00705,2004,ATL,NL,11,531,32,85,21,32,9,62,0.16
player00706,2004,ATL,NL,63,99,99,124,53,40,9,187,1.253
player00707,1990,NYY,AL,20,280,68,23,47,40,74,95,0.082
player00708,2003,CHC,NL,141,168,39,99,11,49,79,74,0.589
player00709,1995,LAD,AL,17,365,46,89,40,39,69,197,0.244
player00710,1991,BOS,AL,160,382,126,104,34,10,35,3,0.272
player00711,1986,CHC,NL,98,324,26,180,12,64,91,69,0.556
player00712,1990,ATL,NL,85,232,134,82,25,40,36,174,0.353
player00713,1994,HOU,AL,16,90,13,82,33,54,24,30,0.911
player00714,1997,NYY,NL,23,27,131,116,12,66,97,185,4.296
player00715,1999,NYY,AL,139,43,113,144,47,37,24,66,3.349
player00716,1987,BOS,AL,124,596,112,89,2,78,0,62,0.149
player00717,2002,HOU,NL,142,310,79,119,58,56,54,136,0.384
player00718,1999,LAD,NL,71,372,90,171,35,48,53,198,0.46
player00719,1998,CHC,NL,33,296,147,172,37,1,50,43,0.581
player00720,1994,HOU,NL,45,43,45,7,47,73,46,106,0.163
player00721,2000,CHC,NL,51,10,146,63,58,52,34,67,6.3
player00722,2000,CHC,NL,115,380,128,139,55,7,36,26,0.366
player00723,1996,LAD,NL,124,504,111,63,34,62,10,61,0.125
player00724,2001,LAD,NL,87,198,27,112,41,4,97,127,0.566
player00725,2002,LAD,NL,151,468,83,25,56,74,93,169,0.053
player00726,1989,BOS,NL,29,120,79,15,4,75,0,102,0.125
player00727,1986,NYY,AL,6,13,76,111,55,75,54,23,8.538
player00728,1993,ATL,NL,133,476,130,59,36,62,57,117,0.124
player00729,2002,LAD,NL,96,407,15,41,55,29,92,22,0.101
player00730,1988,NYY,NL,90,575,126,32,49,69,56,116,0.056
player00731,2005,LAD,AL,82,94,29,182,22,64,28,169,1.936
player00732,2000,ATL,NL,21,267,77,144,43,69,8,121,0.539
player00733,2000,HOU,NL,59,192,128,68,33,19,82,146,0.354
player00734,1999,LAD,NL,148,443,32,131,6,9,21,80,0.296
player00735,1999,NYY,NL,24,57,36,194,27,32,15,152,3.404
player00736,1987,BOS,NL,131,93,7,64,30,3,85,188,0.688
player00737,1998,HOU,AL,86,297,0,199,40,15,51,112,0.67
player00738,1999,HOU,NL,72,512,62,18,9,30,99,43,0.035
player00739,2004,HOU,NL,110,405,113,153,36,9,44,196,0.378
player00740,1992,ATL,AL,57,361,119,35,46,58,65,140,0.097
player00741,1988,NYY,AL,110,327,9,51,34,64,19,124,0.156
player00742,2000,CHC,AL,93,205,9,128,24,39,68,190,0.624
player00743,1999,CHC,NL,71,192,61,80,49,40,91,73,0.417
player00744,1996,CHC,NL,70,223,85,99,5,20,19,53,0.444
player00745,2000,BOS,AL,70,37,44,37,37,27,90,101,1.0
player00746,1998,LAD,NL,76,447,103,122,36,8,15,111,0.273
player00747,2003,LAD,NL,47,492,44,91,44,20,37,46,0.185
player00748,1991,LAD,NL,89,110,84,141,30,62,84,80,1.282
player00749,1988,BOS,NL,19,251,94,172,23,63,35,179,0.685
player00750,2004,CHC,NL,141,471,23,149,53,6,94,104,0.316
player00751,2000,HOU,AL,45,491,112,35,28,48,98,101,0.071
player00752,1990,LAD,AL,160,595,72,10,34,18,40,57,0.017
player00753,1995,HOU,AL,158,490,20,111,36,2,91,182,0.227
player00754,1992,HOU,NL,85,363,46,131,34,9,74,116,0.361
player00755,2002,BOS,AL,126,159,149,179,1,22,32,124,1.126
player00756,1992,BOS,NL,109,511,39,41,14,67,44,73,0.08
player00757,1997,NYY,AL,108,97,130,95,43,10,60,131,0.979
player00758,2002,LAD,AL,72,597,24,78,0,50,6,151,0.131
player00759,1998,CHC,AL,135,573,123,13,24,19,57,185,0.023
player00760,2005,ATL,AL,131,258,10,13,9,19,3,192,0.05
player00761,1989,BOS,NL,37,80,93,46,55,54,56,1,0.575
player00762,1995,HOU,AL,3,461,88,84,33,22,63,114,0.182
player00763,1988,NYY,AL,146,358,87,80,39,7,12,69,0.223
player00764,1994,ATL,AL,124,467,47,114,4,3,96,13,0.244
player00765,1998,BOS,NL,137,365,130,194,17,13,52,100,0.532
player00766,2003,NYY,AL,152,94,88,19,31,64,20,191,0.202
player00767,2000,HOU,AL,7,488,121,29,24,78,72,62,0.059
player00768,1989,LAD,AL,97,286,108,53,1,18,53,179,0.185
player00769,2000,NYY,AL,98,569,19,161,30,26,50,132,0.283
player00770,1987,BOS,AL,102,42,147,133,31,16,54,64,3.167
player00771,2000,LAD,NL,102,157,50,123,20,26,38,170,0.783
player00772,1993,HOU,AL,56,234,80,95,17,41,24,111,0.406
player00773,1993,CHC,NL,146,474,19,96,44,15,59,20,0.203
player00774,2002,NYY,NL,50,411,120,194,8,76,33,11,0.472
player00775,1997,ATL,AL,161,393,13,90,22,49,45,193,0.229
player00776,2004,HOU,AL,28,143,79,118,37,5,74,198,0.825
player00777,1995,LAD,NL,25,9,31,95,22,57,22,111,10.556
player00778,1994,HOU,AL,142,510,121,55,54,13,28,96,0.108
player00779,1990,LAD,AL,84,329,3,136,15,75,99,81,0.413
player00780,1991,HOU,NL,135,267,123,87,55,36,24,162,0.326
player00781,2005,CHC,AL,132,480,60,192,14,75,24,38,0.4
player00782,1987,NYY,NL,158,155,77,80,23,21,12,186,0.516
player00783,1998,ATL,NL,62,529,132,103,51,21,69,190,0.195
player00784,1991,CHC,AL,85,283,44,109,46,45,6,111,0.385
player00785,1990,NYY,AL,65,490,49,152,40,57,19,166,0.31
player00786,1986,ATL,NL,52,269,87,15,37,59,5,131,0.056
player00787,1991,HOU,NL,3,263,130,47,15,6,6,82,0.179
player00788,1991,ATL,AL,77,477,22,143,42,63,66,177,0.3
player00789,2001,BOS,NL,135,355,138,26,20,18,96,104,0.073
player00790,1989,ATL,NL,70,258,37,5,25,26,80,190,0.019
player00791,1996,NYY,AL,70,201,5,102,57,35,98,65,0.507
player00792,1994,CHC,AL,96,136,69,132,44,16,60,166,0.971
player00793,1988,CHC,NL,16,46,34,35,34,12,41,185,0.761
player00794,2004,BOS,AL,136,62,140,173,44,29,4,144,2.79
player00795,1993,NYY,NL,149,76,24,106,25,73,50,103,1.395
player00796,1990,ATL,NL,121,454,80,38,47,46,34,39,0.084
player00797,1989,BOS,AL,11,12,66,37,35,0,56,80,3.083
player00798,1991,HOU,NL,50,389,67,41,2,38,57,54,0.105
player00799,1987,LAD,NL,87,457,98,81,25,60,58,116,0.177
player00800,2005,HOU,NL,6,527,117,68,47,69,71,76,0.129
player00801,1996,NYY,AL,110,467,54,195,6,29,48,89,0.418
player00802,1989,BOS,AL,143,340,1,34,22,2,37,29,0.1
player00803,2000,CHC,NL,139,54,44,21,40,20,20,93,0.389
player00804,1991,BOS,NL,155,412,61,196,54,53,35,14,0.476
player00805,2002,LAD,NL,4,333,46,98,18,28,98,34,0.294
player00806,1991,NYY,AL,138,310,3,109,12,45,19,29,0.352
